Frames,Tail_X,Tail_Y,Tail_L,Body1_X,Body1_Y,Body1_L,Body2_X,Body2_Y,Body2_L,Body3_X,Body3_Y,Body3_L,Head_X,Head_Y,Head_L,avg_dist_vel,jittery,distance_surface,avg_acc,angle
2568.0,705.179,894.74243,0.18444128,725.24976,861.9754,0.23338027,634.081,1872.937,0.24536952,558.18665,1876.4927,0.23545288,800.75946,823.6124,0.22539881,,0,,,
2569.0,264.885,1758.0697,0.15860544,728.65784,856.8551,0.24338116,633.2708,1872.9595,0.28438726,558.04913,1875.9127,0.23009084,800.90204,839.27545,0.27658305,,0,,,
2570.0,860.6709,1782.582,0.14687611,188.47722,1773.2246,0.1013883,633.4816,1872.3527,0.27152002,565.0329,1875.319,0.22814474,792.0189,841.5165,0.32307485,,0,,,
2571.0,265.05496,1762.142,0.23823933,188.38446,1772.8655,0.093311846,632.3504,1872.7837,0.2596554,565.0311,1875.4095,0.22792405,787.09674,843.019,0.36706126,,0,,,
2572.0,265.3904,1760.2283,0.2516478,187.66313,1772.7069,0.09989867,631.03436,1873.7844,0.26141,565.5452,1875.8853,0.22291005,779.78046,852.7484,0.3603915,,0,,,
2573.0,265.29807,1760.3518,0.26189914,730.3372,805.3959,0.12875329,630.2833,1874.0066,0.23658927,550.39435,1876.2363,0.20802097,778.29816,859.6345,0.47482505,,0,,,
2574.0,264.0664,1762.539,0.29359236,737.89844,795.2508,0.22768477,631.75397,1873.8673,0.2509891,766.7666,834.513,0.2527528,776.7446,861.028,0.31170952,,0,,,
2575.0,265.03534,1758.522,0.21783885,737.9644,789.2276,0.30098665,756.36884,805.85315,0.3763768,769.599,836.2293,0.3157712,771.54083,865.04144,0.23938122,,0,,,
2576.0,264.87567,1758.3186,0.18344861,737.17474,789.7958,0.28000036,755.3508,809.20935,0.38654128,768.1408,839.5406,0.3577385,773.7046,871.8989,0.30331546,,0,,,
2577.0,264.74567,1759.6041,0.21521254,747.8133,798.00586,0.2837173,755.3939,820.05365,0.40831697,763.7764,849.70123,0.28650796,774.228,874.65784,0.29053757,,0,,,
2578.0,265.02457,1759.9897,0.2253303,749.68677,813.0188,0.24683413,754.6558,825.59546,0.23038626,761.1828,854.5709,0.2554243,768.38007,875.1164,0.2333388,,0,,,
2579.0,709.11255,821.6266,0.50982064,747.3648,826.09314,0.3529744,632.43994,1872.9501,0.22577372,761.6588,858.01855,0.23355101,783.67694,890.4967,0.25497654,,0,,,
2580.0,708.0666,811.85345,0.29723474,744.9964,821.1978,0.32844174,752.5931,840.9703,0.2671596,760.0155,861.1493,0.23193255,783.3192,891.69653,0.26097882,,0,,,
2581.0,707.1127,810.5025,0.37128887,741.13074,827.14996,0.34101006,752.07025,844.26685,0.3282545,758.6673,865.55994,0.28116924,783.6005,892.3319,0.3063129,,0,,,
2582.0,706.4037,808.90753,0.42482176,741.9344,831.363,0.35470158,752.35095,845.33057,0.510981,757.22974,868.7336,0.25956756,784.4201,894.8105,0.31229165,,0,,,
2583.0,260.81567,1755.988,0.1214849,741.8097,824.8452,0.19652462,750.15656,850.4913,0.4092398,754.314,864.7834,0.31261557,765.36316,893.15594,0.30877915,,0,,,
2584.0,264.42532,1758.136,0.13273583,735.72156,822.8691,0.20033517,747.08905,852.74115,0.33199918,752.3175,868.39886,0.38001,765.40704,901.46765,0.30686045,,0,,,
