Frames,Tail_X,Tail_Y,Tail_L,Body1_X,Body1_Y,Body1_L,Body2_X,Body2_Y,Body2_L,Body3_X,Body3_Y,Body3_L,Head_X,Head_Y,Head_L,avg_dist_vel,jittery,distance_surface,avg_acc,angle
2953.0,183.87694,962.0537,0.7167378,308.9727,950.5633,0.1460467,917.7714,1849.3585,0.29578432,284.1984,1000.77594,0.33138898,240.6255,1025.9686,0.31819975,,0,,,
2954.0,211.83522,955.5998,0.3657917,311.10727,948.3819,0.22923028,293.3127,989.447,0.35897672,254.11307,1014.888,0.2716208,229.72292,1030.2589,0.43727937,,0,,,
2955.0,262.8103,1756.7216,0.18965986,318.523,943.91565,0.16679452,296.61404,982.335,0.34030375,253.21089,1017.4657,0.38100833,215.38882,1041.8132,0.5898762,,0,,,
2956.0,262.03864,1756.3124,0.1767472,320.03476,939.67523,0.21309926,294.54868,979.4435,0.44382325,249.5239,1021.2125,0.6972517,213.27155,1042.7644,0.7151816,,0,,,
2957.0,262.5314,1756.5162,0.19519423,317.27792,938.5977,0.28359616,294.20523,978.4046,0.5237212,255.89275,1015.4474,0.71765256,209.34741,1043.0477,0.64592034,,0,,,
2958.0,264.6514,1758.7532,0.20763545,318.0812,942.4821,0.34570733,292.36386,979.6845,0.55829996,250.04642,1016.6995,0.64586866,199.04222,1047.4889,0.6501865,,0,,,
2959.0,264.63947,1760.1033,0.24430239,320.67664,944.22424,0.3596106,293.18887,978.8183,0.5900619,249.09749,1016.04974,0.63010144,195.66943,1049.2441,0.6769999,,0,,,
2960.0,265.04596,1760.0575,0.22357708,327.26505,948.9364,0.3849256,291.8451,978.87396,0.6480868,246.80894,1016.76697,0.7064826,192.57419,1049.1278,0.59914386,,0,,,
2961.0,321.3511,934.8462,0.28951576,327.23163,956.9441,0.51668006,290.1434,982.592,0.65057474,242.63692,1018.32263,0.69603896,184.93204,1051.6119,0.6703781,,0,,,
2962.0,323.14285,936.196,0.38377,327.36035,961.88947,0.45411515,286.37665,981.44055,0.6609016,240.28424,1017.8446,0.68508077,184.80421,1049.3502,0.64349276,,0,,,
2963.0,332.29575,933.317,0.36918378,323.8143,962.9713,0.6344919,284.86237,983.5238,0.6176987,232.76552,1020.11523,0.69112515,179.23466,1049.7266,0.6276106,,0,,,
2964.0,358.13303,938.61523,0.31195363,322.1139,962.0408,0.77507484,282.24335,987.6263,0.5436617,231.40765,1020.0948,0.7233512,177.83627,1050.0106,0.6196976,,0,,,
